country_name,year,wealth_quintile_label,mean_value,se_value,lower_ci,upper_ci,n,variable,variable_label,scale_labels,category
Argentina,2019,Richest,0.1318327974,0.01357586846,0.1052240952,0.1584414996,622,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Barbados,2012,Poorest,0.1,0.04803844614,0.005844645563,0.1941553544,40,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Barbados,2012,Second,0.08823529412,0.04937482704,-0.008539366879,0.1850099551,34,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Barbados,2012,Middle,0.1111111111,0.04737793697,0.01825035465,0.2039718676,45,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Barbados,2012,Fourth,0.04651162791,0.03249479679,-0.0171781738,0.1102014296,43,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Barbados,2012,Richest,0,0,0,0,40,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Belize,2006,Poorest,0.3913043478,0.03400351604,0.3246574564,0.4579512393,207,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Belize,2006,Second,0.2584269663,0.03290479928,0.1939335597,0.3229203729,178,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Belize,2006,Middle,0.2387096774,0.0343518244,0.1713801016,0.3060392532,155,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Belize,2006,Fourth,0.2027027027,0.03315745953,0.137714082,0.2676913234,148,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Belize,2006,Richest,0.2314814815,0.04077494709,0.1515625852,0.3114003778,108,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Belize,2011,Poorest,0.3905579399,0.03203059122,0.3277779811,0.4533378987,233,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Belize,2011,Second,0.1935483871,0.02904678509,0.1366166883,0.2504800859,186,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Belize,2011,Middle,0.2193548387,0.03334571892,0.1539972296,0.2847124478,155,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Belize,2011,Fourth,0.09160305344,0.02530003558,0.0420149837,0.1411911232,131,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Belize,2011,Richest,0.09411764706,0.03185897414,0.03167405775,0.1565612364,85,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Belize,2015,Poorest,0.1970260223,0.02429657927,0.1494047269,0.2446473177,269,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Belize,2015,Second,0.152173913,0.02373590257,0.105651544,0.1986962821,230,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Belize,2015,Middle,0.07456140351,0.01743483785,0.04038912132,0.1087336857,228,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Belize,2015,Fourth,0.1,0.02075143392,0.05932718952,0.1406728105,210,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Belize,2015,Richest,0.03947368421,0.0158460124,0.008415499903,0.07053186852,152,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Costa Rica,2011,Poorest,0.5263157895,0.02782529119,0.4717782187,0.5808533602,323,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Costa Rica,2011,Second,0.5,0.03409971697,0.4331645547,0.5668354453,216,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Costa Rica,2011,Middle,0.4315068493,0.04113130265,0.3508894961,0.5121242025,146,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Costa Rica,2011,Fourth,0.2481203008,0.03759398496,0.1744360902,0.3218045113,133,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Costa Rica,2011,Richest,0.2525252525,0.04388717554,0.1665063885,0.3385441166,99,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Costa Rica,2018,Poorest,0.4858974359,0.01790723198,0.4507992612,0.5209956106,780,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Costa Rica,2018,Second,0.4326923077,0.0217477957,0.3900666281,0.4753179873,520,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Costa Rica,2018,Middle,0.3451536643,0.02314300342,0.2997933776,0.390513951,423,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Costa Rica,2018,Fourth,0.3282674772,0.02592836876,0.2774478744,0.37908708,329,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Costa Rica,2018,Richest,0.212,0.02590188469,0.161232306,0.262767694,250,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Cuba,2019,Poorest,0.3249607535,0.01857168934,0.2885602424,0.3613612646,637,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Cuba,2019,Second,0.2058823529,0.01592106545,0.1746770647,0.2370876412,646,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Cuba,2019,Middle,0.1587301587,0.0138913463,0.13150312,0.1859571975,693,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Cuba,2019,Fourth,0.1223328592,0.01236710154,0.09809334016,0.1465723782,703,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Cuba,2019,Richest,0.1054977712,0.01185025564,0.08227127012,0.1287242722,673,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Dominican Republic,2014,Poorest,0.6723549488,0.009696499177,0.6533498104,0.6913600872,2344,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Dominican Republic,2014,Second,0.5100446429,0.01181230243,0.4868925301,0.5331967556,1792,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Dominican Republic,2014,Middle,0.462696783,0.01304912924,0.4371204897,0.4882730763,1461,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Dominican Republic,2014,Fourth,0.4346378018,0.01430989701,0.4065904037,0.4626852,1201,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Dominican Republic,2014,Richest,0.3683168317,0.01518500196,0.3385542278,0.3980794355,1010,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Dominican Republic,2019,Poorest,0.5804066543,0.01225335632,0.556390076,0.6044232327,1623,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Dominican Republic,2019,Second,0.4430162811,0.01454728069,0.4145036109,0.4715289512,1167,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Dominican Republic,2019,Middle,0.3911671924,0.01583319032,0.3601341394,0.4222002455,951,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Dominican Republic,2019,Fourth,0.3134130146,0.01691598832,0.2802576775,0.3465683517,753,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Dominican Republic,2019,Richest,0.2619863014,0.0182111439,0.2262924593,0.2976801434,584,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
El Salvador,2014,Poorest,0.6025824964,0.0185492832,0.5662259013,0.6389390915,697,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
El Salvador,2014,Second,0.5181674566,0.01987579883,0.4792108909,0.5571240223,633,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
El Salvador,2014,Middle,0.4825870647,0.02036611697,0.4426694754,0.5225046539,603,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
El Salvador,2014,Fourth,0.3840445269,0.02096883545,0.3429456094,0.4251434444,539,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
El Salvador,2014,Richest,0.2640776699,0.01944465628,0.2259661436,0.3021891962,515,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Guyana,2006,Poorest,0.5135135135,0.01430972915,0.4854664444,0.5415605826,1221,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Guyana,2006,Second,0.3090024331,0.02282061164,0.2642740343,0.3537308319,411,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Guyana,2006,Middle,0.2822822823,0.02470299451,0.233864413,0.3307001515,333,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Guyana,2006,Fourth,0.2379182156,0.02601041255,0.186937807,0.2888986242,269,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Guyana,2006,Richest,0.1336633663,0.02400222532,0.08661900472,0.180707728,202,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Guyana,2014,Poorest,0.2790224033,0.02026200333,0.2393088767,0.3187359298,491,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Guyana,2014,Second,0.171875,0.02362567433,0.1255686783,0.2181813217,256,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Guyana,2014,Middle,0.1256038647,0.02308989754,0.08034766555,0.1708600639,207,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Guyana,2014,Fourth,0.0988372093,0.02282253111,0.05410504833,0.1435693703,172,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Guyana,2014,Richest,0.04761904762,0.01553162079,0.01717707088,0.07806102436,189,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Guyana,2019,Poorest,0.2290419162,0.0162708391,0.1971510715,0.2609327608,668,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Guyana,2019,Second,0.134375,0.01909540142,0.09694801322,0.1718019868,320,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Guyana,2019,Middle,0.122605364,0.02034068382,0.08273762371,0.1624731043,261,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Guyana,2019,Fourth,0.1116071429,0.02108609179,0.07027840295,0.1529358828,224,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Guyana,2019,Richest,0.07729468599,0.01860684412,0.04082527152,0.1137641005,207,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Honduras,2019,Poorest,0.7693236715,0.01035516597,0.7490275462,0.7896197968,1656,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Honduras,2019,Second,0.7117194183,0.01325380819,0.6857419543,0.7376968824,1169,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Honduras,2019,Middle,0.6805421104,0.01451424542,0.6520941893,0.7089900314,1033,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Honduras,2019,Fourth,0.6,0.01744082881,0.5658159755,0.6341840245,790,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Honduras,2019,Richest,0.5277246654,0.02185073637,0.4848972221,0.5705521087,523,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Jamaica,2011,Poorest,0.2422360248,0.03387086996,0.1758491197,0.30862293,161,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Jamaica,2011,Second,0.09411764706,0.02246094778,0.05009418942,0.1381411047,170,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Jamaica,2011,Middle,0.1071428571,0.02623404144,0.05572413592,0.1585615784,140,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Jamaica,2011,Fourth,0.05357142857,0.02137219095,0.01168193431,0.09546092284,112,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Jamaica,2011,Richest,0.04705882353,0.02310542367,0.001772193132,0.09234545393,85,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Jamaica,2022,Poorest,0.3366834171,0.03358448519,0.2708578261,0.402509008,199,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Jamaica,2022,Second,0.2102803738,0.02792196858,0.1555533154,0.2650074323,214,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Jamaica,2022,Middle,0.2576687117,0.03436150828,0.1903201554,0.3250172679,163,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Jamaica,2022,Fourth,0.1801242236,0.03038086236,0.1205777334,0.2396707138,161,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Jamaica,2022,Richest,0.131147541,0.03068742218,0.07100019351,0.1912948885,122,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Mexico,2015,Poorest,0.4223602484,0.01590033952,0.391195583,0.4535249139,966,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Mexico,2015,Second,0.3217592593,0.01590201159,0.2905913165,0.352927202,864,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Mexico,2015,Middle,0.2889561271,0.0176438024,0.2543742744,0.3235379798,661,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Mexico,2015,Fourth,0.268738574,0.01897164613,0.2315541476,0.3059230005,547,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Mexico,2015,Richest,0.2072368421,0.02328541048,0.1615974376,0.2528762466,304,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Panama,2013,Poorest,0.5400326797,0.01425149028,0.5120997588,0.5679656007,1224,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Panama,2013,Second,0.3291457286,0.02358375492,0.282921569,0.3753698883,398,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Panama,2013,Middle,0.2651006711,0.02561185971,0.2149014261,0.3152999162,298,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Panama,2013,Fourth,0.2413793103,0.02815505451,0.1861954035,0.2965632172,232,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Panama,2013,Richest,0.245398773,0.03380939814,0.1791323527,0.3116651934,163,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Paraguay,2016,Poorest,0.6255060729,0.02179790198,0.582782185,0.6682299608,494,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Paraguay,2016,Second,0.4859335038,0.02530846284,0.4363289167,0.535538091,391,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Paraguay,2016,Middle,0.3372781065,0.0257540055,0.2868002557,0.3877559573,338,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Paraguay,2016,Fourth,0.2507374631,0.02357589957,0.2045287,0.2969462263,339,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Paraguay,2016,Richest,0.1301115242,0.02055049437,0.0898325552,0.1703904931,269,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Saint Lucia,2012,Poorest,0.1935483871,0.07213122508,0.05217118594,0.3349255883,31,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Saint Lucia,2012,Second,0.09090909091,0.05081972676,-0.008697573543,0.1905157554,33,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Saint Lucia,2012,Middle,0.04166666667,0.04166666667,-0.04,0.1233333333,24,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Saint Lucia,2012,Fourth,0.05882352941,0.05882352941,-0.05647058824,0.1741176471,17,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Saint Lucia,2012,Richest,0.05882352941,0.05882352941,-0.05647058824,0.1741176471,17,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Suriname,2006,Poorest,0.7789203085,0.01488711109,0.7497415707,0.8080990462,778,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Suriname,2006,Second,0.6178343949,0.02241366677,0.573903608,0.6617651818,471,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Suriname,2006,Middle,0.5417867435,0.02678612941,0.4892859299,0.5942875572,347,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Suriname,2006,Fourth,0.4787878788,0.02754107438,0.424807373,0.5327683846,330,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Suriname,2006,Richest,0.3650793651,0.02716993129,0.3118262997,0.4183324304,315,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Suriname,2010,Poorest,0.6944837341,0.01733587861,0.660505412,0.7284620562,707,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Suriname,2010,Second,0.4926829268,0.03500325338,0.4240765502,0.5612893035,205,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Suriname,2010,Middle,0.3918918919,0.04026381007,0.3129748242,0.4708089596,148,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Suriname,2010,Fourth,0.3027522936,0.04421049631,0.2160997208,0.3894048664,109,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Suriname,2010,Richest,0.1904761905,0.03850512096,0.1150061534,0.2659462275,105,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Suriname,2018,Poorest,0.6487549148,0.01729290569,0.6148608197,0.68264901,763,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Suriname,2018,Second,0.4776859504,0.02032444142,0.4378500452,0.5175218556,605,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Suriname,2018,Middle,0.4294354839,0.02224839793,0.3858286239,0.4730423438,496,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Suriname,2018,Fourth,0.3933054393,0.02236612962,0.3494678253,0.4371430534,478,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Suriname,2018,Richest,0.3296703297,0.02467350457,0.2813102607,0.3780303986,364,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Trinidad and Tobago,2006,Poorest,0.2567049808,0.02709012974,0.2036083265,0.3098016351,261,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Trinidad and Tobago,2006,Second,0.1909090909,0.02655766621,0.1388560651,0.2429621167,220,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Trinidad and Tobago,2006,Middle,0.1551020408,0.02317479886,0.109679435,0.2005246466,245,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Trinidad and Tobago,2006,Fourth,0.1835748792,0.02697312065,0.1307075628,0.2364421957,207,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Trinidad and Tobago,2006,Richest,0.08152173913,0.02022765855,0.04187552837,0.1211679499,184,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Trinidad and Tobago,2011,Poorest,0.08609271523,0.02290280327,0.04120322083,0.1309822096,151,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Trinidad and Tobago,2011,Second,0.08333333333,0.02671918504,0.03096373065,0.135702936,108,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Trinidad and Tobago,2011,Middle,0.008403361345,0.008403361345,-0.008067226891,0.02487394958,119,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Trinidad and Tobago,2011,Fourth,0.04597701149,0.02258398432,0.001712402227,0.09024162076,87,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Trinidad and Tobago,2011,Richest,0.03125,0.0219210117,-0.01171518293,0.07421518293,64,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Trinidad and Tobago,2022,Poorest,0.3013245033,0.02644671487,0.2494889422,0.3531600645,302,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Trinidad and Tobago,2022,Second,0.2631578947,0.02705032467,0.2101392584,0.3161765311,266,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Trinidad and Tobago,2022,Middle,0.1493775934,0.02300941184,0.1042791462,0.1944760406,241,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Trinidad and Tobago,2022,Fourth,0.1090047393,0.02150555921,0.06685384329,0.1511556354,211,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Trinidad and Tobago,2022,Richest,0.09638554217,0.02297500215,0.05135453795,0.1414165464,166,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Uruguay,2012,Poorest,0.3992094862,0.02179296245,0.3564952798,0.4419236926,506,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Uruguay,2012,Second,0.2981818182,0.02763615409,0.2440149562,0.3523486802,275,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Uruguay,2012,Middle,0.2267206478,0.0266959998,0.1743964882,0.2790448074,247,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Uruguay,2012,Fourth,0.1837606838,0.02537213967,0.13403129,0.2334900775,234,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Uruguay,2012,Richest,0.1364985163,0.01872948651,0.09978872277,0.1732083099,337,cdreadnone,No one in household read books to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Argentina,2011,Poorest,0.4033423668,0.0104281871,0.38290312,0.4237816135,2214,cdstorymom,Mother told stories to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Argentina,2011,Second,0.4822535211,0.01186368134,0.4590007057,0.5055063365,1775,cdstorymom,Mother told stories to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Argentina,2011,Middle,0.5317647059,0.01210584582,0.5080372481,0.5554921637,1700,cdstorymom,Mother told stories to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Argentina,2011,Fourth,0.573993808,0.01230863219,0.5498688889,0.5981187272,1615,cdstorymom,Mother told stories to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Argentina,2011,Richest,0.6483957219,0.01234885097,0.624191974,0.6725994698,1496,cdstorymom,Mother told stories to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Argentina,2019,Poorest,0.537593985,0.01529228226,0.5076211117,0.5675668582,1064,cdstorymom,Mother told stories to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Argentina,2019,Second,0.5941676792,0.01712741887,0.5605979382,0.6277374202,823,cdstorymom,Mother told stories to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Argentina,2019,Middle,0.6426799007,0.01688994136,0.6095756157,0.6757841858,806,cdstorymom,Mother told stories to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Argentina,2019,Fourth,0.6661721068,0.01817803775,0.6305431528,0.7018010608,674,cdstorymom,Mother told stories to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Argentina,2019,Richest,0.7508038585,0.0173575372,0.7167830856,0.7848246314,622,cdstorymom,Mother told stories to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Barbados,2012,Poorest,0.725,0.0714995069,0.5848609665,0.8651390335,40,cdstorymom,Mother told stories to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Barbados,2012,Second,0.7941176471,0.07038741487,0.6561583139,0.9320769802,34,cdstorymom,Mother told stories to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Barbados,2012,Middle,0.7111111111,0.06832943243,0.5771854236,0.8450367987,45,cdstorymom,Mother told stories to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Barbados,2012,Fourth,0.7209302326,0.06921151713,0.585275659,0.8565848061,43,cdstorymom,Mother told stories to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Barbados,2012,Richest,0.875,0.05295740911,0.7712034781,0.9787965219,40,cdstorymom,Mother told stories to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Belize,2006,Poorest,0.4106280193,0.03427562815,0.3434477882,0.4778082505,207,cdstorymom,Mother told stories to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Belize,2006,Second,0.6460674157,0.03594285405,0.5756194218,0.7165154097,178,cdstorymom,Mother told stories to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Belize,2006,Middle,0.5741935484,0.03984509921,0.4960971539,0.6522899428,155,cdstorymom,Mother told stories to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Belize,2006,Fourth,0.6824324324,0.03839628734,0.6071757092,0.7576891556,148,cdstorymom,Mother told stories to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Belize,2006,Richest,0.6574074074,0.04587904741,0.5674844745,0.7473303403,108,cdstorymom,Mother told stories to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Belize,2011,Poorest,0.4377682403,0.03257135457,0.3739283854,0.5016080953,233,cdstorymom,Mother told stories to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
Belize,2011,Second,0.5967741935,0.03606561254,0.526085593,0.6674627941,186,cdstorymom,Mother told stories to child in last 3 days,"No = 0, Yes = 1",Household Interaction & Care
